study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,7,11,test item,1-1,resized_B_A153.png,Schwein,131,resized_A_A93.png,Haus,4,resized_B_A150.png,Känguru,14,resized_B_A153.png,Schwein,11,resized_B_B73.png,Treppe,15,resized_A_B194.png,Raute,3,resized_A_B33.png,Zünder,8,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,10,10,10,81.98909800000001,,,,,,83.84586729999864,1,11,[ 0.03       -0.05666667],1.9354340999998385,86.29869569999937,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,7,12,test item,2-1,resized_A_B194.png,Raute,173,resized_A_A93.png,Haus,4,resized_B_A150.png,Känguru,14,resized_B_A153.png,Schwein,11,resized_B_B73.png,Treppe,15,resized_A_B194.png,Raute,3,resized_A_B33.png,Zünder,8,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,11,11,11,86.44335599999977,,,,,,88.29961489999914,1,3,[0.06916667 0.21083333],2.2857757000001584,91.13636059999953,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,12,13,test item,2-1,resized_B_A37.png,Tasse,144,resized_B_A147.png,Hund,9,resized_A_B78.png,Pfeil,15,resized_B_B24.png,Baby,14,resized_B_A37.png,Tasse,7,resized_A_B196.png,Fenster,16,resized_B_A20.png,Grill,1,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,12,12,12,91.27793999999994,,,,,,93.13687309999841,1,16,[ 0.21583333 -0.2675    ],2.1357395999984874,95.65697199999886,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,12,14,test item,1-1,resized_B_A20.png,Grill,160,resized_B_A147.png,Hund,9,resized_A_B78.png,Pfeil,15,resized_B_B24.png,Baby,14,resized_B_A37.png,Tasse,7,resized_A_B196.png,Fenster,16,resized_B_A20.png,Grill,1,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,13,13,13,95.80386829999952,,,,,,97.67418559999896,0,16,[ 0.20166667 -0.21833333],6.2391989000007015,107.4332949999989,1,1,[-0.26666667  0.27      ],8.957926499999303,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,14,15,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_B109.png,Boot,11,resized_B_B70.png,Quadrat,7,resized_B_A185.png,Gesicht,4,resized_A_B22.png,Kreisel,8,resized_B_A123.png,Tänzer,10,resized_B_A54.png,Flamme,14,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,14,14,14,107.57333609999841,,,,,,109.434090499999,1,10,[-0.06166667 -0.04166667],1.86807779999981,112.05378779999955,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,14,16,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B109.png,Boot,11,resized_B_B70.png,Quadrat,7,resized_B_A185.png,Gesicht,4,resized_A_B22.png,Kreisel,8,resized_B_A123.png,Tänzer,10,resized_B_A54.png,Flamme,14,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,15,15,15,112.19306989999859,,,,,,114.05459749999864,1,8,[0.19916667 0.06083333],2.0849937999992108,116.62427339999886,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,11,17,test item,2-1,resized_A_B199.png,Fisch,148,resized_A_B157.png,Hammer,10,resized_B_C01.png,Kaninchen,13,resized_A_B199.png,Fisch,5,resized_A_B08.png,Person,11,resized_A_A100.png,Ruderer,4,resized_B_A176.png,Trophäe,3,20.48,24.71,5.03,2.48,2.46,2.71,3.03,2.38,2.68,42.72,3.04,HF,0.36,2.36,5.86,2.76,1,5,nn,16.26023212,42.6575622,0,16,16,16,116.76201499999843,,,,,,118.6250927000001,1,5,[-0.2675      0.09666667],2.702514099999462,121.96216429999913,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,11,18,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_B157.png,Hammer,10,resized_B_C01.png,Kaninchen,13,resized_A_B199.png,Fisch,5,resized_A_B08.png,Person,11,resized_A_A100.png,Ruderer,4,resized_B_A176.png,Trophäe,3,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,17,17,17,122.11130199999934,,,,,,123.97965139999906,1,4,[0.19916667 0.2075    ],1.8521825000007084,126.28246659999968,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,3,19,test item,2-1,resized_A_A73.png,Klinge,177,resized_A_A134.png,Vogel,15,resized_B_B19.png,Krawatte,10,resized_B_A06.png,Hut,5,resized_A_A166.png,Pyramide,4,resized_A_A73.png,Klinge,12,resized_A_B32.png,Kamin,2,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,18,18,18,126.4292802,,,,,,128.28354899999977,1,12,[ 0.2075 -0.0675],1.8016604999993433,130.56942309999977,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,3,20,test item,1-1,resized_B_A06.png,Hut,135,resized_A_A134.png,Vogel,15,resized_B_B19.png,Krawatte,10,resized_B_A06.png,Hut,5,resized_A_A166.png,Pyramide,4,resized_A_A73.png,Klinge,12,resized_A_B32.png,Kamin,2,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,19,19,19,130.70899699999973,,,,,,132.57022349999897,1,5,[-0.2375      0.07333333],2.3191415000001143,135.4067828999996,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,10,21,test item,2-1,resized_A_A52.png,Stein,149,resized_B_A187.png,Brücke,7,resized_A_A139.png,Gans,6,resized_A_A04.png,Baum,10,resized_A_A52.png,Stein,13,resized_A_B15.png,Schwangere,1,resized_B_B164.png,kimono,3,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,20,20,20,135.55087319999984,,,,,,137.4076925999998,1,13,[-0.23416667 -0.22166667],2.085637800000768,139.9935975999997,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,10,22,test item,1-1,resized_A_A04.png,Baum,130,resized_B_A187.png,Brücke,7,resized_A_A139.png,Gans,6,resized_A_A04.png,Baum,10,resized_A_A52.png,Stein,13,resized_A_B15.png,Schwangere,1,resized_B_B164.png,kimono,3,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,21,21,21,140.13877909999974,,,,,,141.994854999999,1,10,[-0.04166667 -0.0525    ],2.102132800000618,144.73131309999917,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,6,23,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B54.png,Telefon,4,resized_B_A197.png,Hirsch,15,resized_B_A33.png,Roboter,6,resized_A_B43.png,Parfüm,8,resized_A_A74.png,Rubin,7,resized_A_A122.png,Sturz,2,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,22,22,22,144.87320519999957,,,,,,146.73212109999986,1,8,[0.235      0.07583333],1.8853165000000445,149.1850760999987,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,6,24,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B54.png,Telefon,4,resized_B_A197.png,Hirsch,15,resized_B_A33.png,Roboter,6,resized_A_B43.png,Parfüm,8,resized_A_A74.png,Rubin,7,resized_A_A122.png,Sturz,2,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,23,23,23,149.32930099999976,,,,,,151.20279839999966,1,2,[-0.05        0.23166667],3.3530602999999246,155.22345809999933,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,5,25,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_B192.png,Katze,3,resized_B_A135.png,Kamel,9,resized_A_B56.png,Stuhl,2,resized_B_B167.png,Fliege,16,resized_A_B139.png,Trichter,8,resized_B_B143.png,Tanne,7,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,24,24,24,155.36965899999996,,,,,,157.2409579999985,1,7,[0.06833333 0.06416667],1.9855803999998898,159.69392359999983,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,5,26,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_B192.png,Katze,3,resized_B_A135.png,Kamel,9,resized_A_B56.png,Stuhl,2,resized_B_B167.png,Fliege,16,resized_A_B139.png,Trichter,8,resized_B_B143.png,Tanne,7,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,25,25,25,159.83950839999852,,,,,,161.71145459999934,1,2,[-0.0525      0.22833333],1.8021203000007517,164.047595,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,9,27,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_A90.png,Fabrik,6,resized_B_A140.png,Flamingo,14,resized_B_A36.png,Stern,16,resized_A_B55.png,Schlange,12,resized_B_A181.png,Wolf,13,resized_B_A77.png,Hang,7,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,26,26,26,164.18996399999924,,,,,,166.04843699999947,1,12,[ 0.30666667 -0.0575    ],1.8853383999994549,168.46795159999965,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
LEALCO-EEG,121.0,1,B-A,1.0,2.0,training,2,A,9,28,test item,1-1,resized_B_A77.png,Hang,161,resized_A_A90.png,Fabrik,6,resized_B_A140.png,Flamingo,14,resized_B_A36.png,Stern,16,resized_A_B55.png,Schlange,12,resized_B_A181.png,Wolf,13,resized_B_A77.png,Hang,7,19.28,21.43,5.19,3.26,3,2.14,2.93,2.89,2.61,2.8,1.86,LF,None,None,None,None,1,4,nn,7.365746175,11.15898283,0,27,27,27,168.60876259999895,,,,,,170.46881249999933,1,7,[0.04833333 0.05833333],2.1023427000000083,173.0550949999997,,,,,,121,A,2,2024-11-12_13h17.41.324,task,2023.2.2,59.9442039344944,2024-11-12 13h17.47.212320 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.06816459999936,,,,,,,,,
